0,44.380001068115234
1,44.779998779296875
2,44.95000076293945
3,44.75
4,45.04999923706055
5,45.290000915527344
6,45.400001525878906
7,45.119998931884766
8,45.380001068115234
9,44.95000076293945
10,45.599998474121094
11,45.16999816894531
12,45.11000061035156
13,44.0099983215332
14,43.779998779296875
15,43.439998626708984
16,43.90999984741211
17,43.54999923706055
18,43.9900016784668
19,43.68000030517578
20,44.189998626708984
21,44.34000015258789
22,44.220001220703125
23,44.02000045776367
24,44.27000045776367
25,44.47999954223633
26,44.369998931884766
27,43.65999984741211
28,43.83000183105469
29,43.79999923706055
30,43.02000045776367
31,42.7400016784668
32,42.66999816894531
33,42.150001525878906
34,41.84000015258789
35,41.95000076293945
36,42.209999084472656
37,42.599998474121094
38,42.599998474121094
39,42.31999969482422
40,42.31999969482422
41,42.2599983215332
42,42.25
43,42.7400016784668
44,42.77000045776367
45,42.2400016784668
46,42.689998626708984
47,42.619998931884766
48,42.689998626708984
49,42.220001220703125
50,42.099998474121094
51,42.15999984741211
52,41.68000030517578
53,41.470001220703125
54,41.27000045776367
55,41.2599983215332
56,41.310001373291016
57,41.75
58,42.08000183105469
59,42.54999923706055
60,42.58000183105469
61,42.52000045776367
62,42.72999954223633
63,42.75
64,43.56999969482422
65,43.41999816894531
66,43.33000183105469
67,43.5
68,43.529998779296875
69,43.220001220703125
70,43.25
71,42.970001220703125
72,43.380001068115234
73,43.470001220703125
74,44.029998779296875
75,44.02000045776367
76,44.20000076293945
77,44.43000030517578
78,44.029998779296875
79,44.060001373291016
80,44.310001373291016
81,43.81999969482422
82,43.88999938964844
83,43.09000015258789
84,42.650001525878906
85,42.41999816894531
86,42.38999938964844
87,42.540000915527344
88,42.560001373291016
89,42.61000061035156
90,42.81999969482422
91,42.619998931884766
92,42.400001525878906
93,42.45000076293945
94,42.630001068115234
95,42.56999969482422
96,42.689998626708984
97,42.779998779296875
98,42.84000015258789
99,42.900001525878906
100,42.310001373291016
101,42.400001525878906
102,42.689998626708984
103,43.279998779296875
104,43.400001525878906
105,43.189998626708984
106,43.38999938964844
107,43.439998626708984
108,43.63999938964844
109,43.20000076293945
110,43.0
111,43.349998474121094
112,42.880001068115234
113,42.7599983215332
114,42.900001525878906
115,42.90999984741211
116,42.52000045776367
117,42.54999923706055
118,42.63999938964844
119,42.689998626708984
120,42.15999984741211
121,41.95000076293945
122,41.880001068115234
123,41.86000061035156
124,42.04999923706055
125,41.97999954223633
126,41.650001525878906
127,41.619998931884766
128,41.72999954223633
129,41.869998931884766
130,41.689998626708984
131,41.880001068115234
132,41.650001525878906
133,41.529998779296875
134,42.099998474121094
135,42.16999816894531
136,42.47999954223633
137,42.380001068115234
138,42.34000015258789
139,42.27000045776367
140,42.619998931884766
141,42.779998779296875
142,42.599998474121094
143,42.7400016784668
